date,value
2023-06-16,65.46
2023-06-17,60.74
2023-06-18,70.61
2023-06-19,92.47
2023-06-20,83.22
2023-06-21,80.63
2023-06-22,68.11
2023-06-23,50.05
2023-06-24,69.49
2023-06-25,69.5
2023-06-26,75.37
2023-06-27,91.14
2023-06-28,68.62
2023-06-29,64.82
2023-06-30,56.28
2023-07-01,70.08
2023-07-02,75.65
2023-07-03,82.33
2023-07-04,93.6
2023-07-05,91.16
2023-07-06,69.77
2023-07-07,56.13
2023-07-08,45.75
2023-07-09,59.9
2023-07-10,79.18
2023-07-11,78.98
2023-07-12,75.04
2023-07-13,64.41
2023-07-14,60.97
2023-07-15,57.82
2023-07-16,75.07
2023-07-17,82.52
2023-07-18,64.97
2023-07-19,67.16
2023-07-20,62.05
2023-07-21,43.23
2023-07-22,64.17
2023-07-23,85.16
2023-07-24,93.72
2023-07-25,82.24
2023-07-26,91.12
2023-07-27,64.63
2023-07-28,51.61
2023-07-29,51.69
2023-07-30,66.48
2023-07-31,77.3
2023-08-01,85.73
2023-08-02,77.46
2023-08-03,62.82
2023-08-04,59.0
2023-08-05,69.38
2023-08-06,78.65
2023-08-07,65.98
2023-08-08,58.13
2023-08-09,84.85
2023-08-10,48.77
2023-08-11,52.03
2023-08-12,45.42
2023-08-13,50.78
2023-08-14,85.89
2023-08-15,90.92
2023-08-16,69.39
2023-08-17,36.18
2023-08-18,48.46
2023-08-19,60.69
2023-08-20,53.66
2023-08-21,81.96
2023-08-22,82.82
2023-08-23,80.6
2023-08-24,62.94
2023-08-25,43.85
2023-08-26,68.39
2023-08-27,66.51
2023-08-28,79.5
2023-08-29,73.29
2023-08-30,70.03
2023-08-31,52.54
2023-09-01,51.5
2023-09-02,73.19
2023-09-03,54.03
2023-09-04,63.29
2023-09-05,96.99
2023-09-06,72.02
2023-09-07,54.35
2023-09-08,63.28
2023-09-09,49.67
2023-09-10,85.66
2023-09-11,85.86
2023-09-12,77.04
2023-09-13,95.33
2023-09-14,54.63
2023-09-15,59.95
2023-09-16,58.37
2023-09-17,80.07
2023-09-18,94.34
2023-09-19,81.89
2023-09-20,65.87
2023-09-21,64.94
2023-09-22,45.4
2023-09-23,75.16
2023-09-24,68.07
2023-09-25,74.72
2023-09-26,83.07
2023-09-27,59.59
2023-09-28,50.28
2023-09-29,63.83
2023-09-30,48.1
2023-10-01,55.88
2023-10-02,83.39
2023-10-03,92.73
2023-10-04,79.9
2023-10-05,69.6
2023-10-06,43.91
2023-10-07,40.1
2023-10-08,81.01
2023-10-09,74.45
2023-10-10,78.02
2023-10-11,85.64
2023-10-12,64.85
2023-10-13,55.68
2023-10-14,75.62
2023-10-15,59.21
2023-10-16,86.61
2023-10-17,80.74
2023-10-18,74.69
2023-10-19,74.23
2023-10-20,55.85
2023-10-21,59.01
2023-10-22,76.03
2023-10-23,73.33
2023-10-24,71.43
2023-10-25,61.21
2023-10-26,38.93
2023-10-27,70.99
2023-10-28,42.24
2023-10-29,62.74
2023-10-30,73.86
2023-10-31,82.55
2023-11-01,79.47
2023-11-02,66.85
2023-11-03,44.25
2023-11-04,51.25
2023-11-05,67.43
2023-11-06,73.79
2023-11-07,95.2
2023-11-08,75.87
2023-11-09,65.24
2023-11-10,56.35
2023-11-11,64.31
2023-11-12,66.06
2023-11-13,62.96
2023-11-14,82.77
2023-11-15,64.09
2023-11-16,52.26
2023-11-17,55.24
2023-11-18,64.61
2023-11-19,64.11
2023-11-20,78.67
2023-11-21,95.45
2023-11-22,72.67
2023-11-23,83.21
2023-11-24,54.68
2023-11-25,34.26
2023-11-26,71.08
2023-11-27,79.04
2023-11-28,90.97
2023-11-29,76.64
2023-11-30,55.46
2023-12-01,36.43
2023-12-02,49.43
2023-12-03,54.69
2023-12-04,69.07
2023-12-05,83.61
2023-12-06,86.26
2023-12-07,60.44
2023-12-08,36.37
2023-12-09,55.62
2023-12-10,74.82
2023-12-11,68.43
2023-12-12,76.03
2023-12-13,69.36
2023-12-14,48.29
2023-12-15,54.46
2023-12-16,49.61
2023-12-17,66.7
2023-12-18,65.3
2023-12-19,72.65
2023-12-20,76.08
2023-12-21,52.06
2023-12-22,64.9
2023-12-23,46.48
2023-12-24,64.4
2023-12-25,83.15
2023-12-26,62.49
2023-12-27,50.9
2023-12-28,40.19
2023-12-29,59.9
2023-12-30,44.6
2023-12-31,87.38
2024-01-01,67.83
2024-01-02,78.17
2024-01-03,83.58
2024-01-04,75.15
2024-01-05,67.54
2024-01-06,61.86
2024-01-07,71.69
2024-01-08,79.05
2024-01-09,83.76
2024-01-10,62.3
2024-01-11,46.56
2024-01-12,46.54
2024-01-13,47.72
2024-01-14,56.57
2024-01-15,79.74
2024-01-16,85.18
2024-01-17,68.34
2024-01-18,69.17
2024-01-19,34.81
2024-01-20,47.14
2024-01-21,53.58
2024-01-22,53.76
2024-01-23,74.45
2024-01-24,65.89
2024-01-25,69.18
2024-01-26,52.18
2024-01-27,38.48
2024-01-28,78.94
2024-01-29,84.29
2024-01-30,80.74
2024-01-31,64.49
2024-02-01,44.1
2024-02-02,41.8
2024-02-03,59.26
2024-02-04,78.9
2024-02-05,87.16
2024-02-06,69.69
2024-02-07,55.21
2024-02-08,54.75
2024-02-09,27.49
2024-02-10,51.25
2024-02-11,58.22
2024-02-12,66.72
2024-02-13,58.28
2024-02-14,71.19
2024-02-15,47.66
2024-02-16,33.13
2024-02-17,18.95
2024-02-18,59.07
2024-02-19,88.75
2024-02-20,90.49
2024-02-21,61.14
2024-02-22,46.62
2024-02-23,49.16
2024-02-24,37.34
2024-02-25,62.02
2024-02-26,78.34
2024-02-27,85.79
2024-02-28,64.36
2024-02-29,50.26
2024-03-01,35.35
2024-03-02,38.7
2024-03-03,56.39
2024-03-04,74.0
2024-03-05,82.31
2024-03-06,56.98
2024-03-07,66.87
2024-03-08,41.06
2024-03-09,46.41
2024-03-10,50.83
2024-03-11,45.74
2024-03-12,81.66
2024-03-13,72.03
2024-03-14,48.78
2024-03-15,44.1
2024-03-16,51.43
2024-03-17,42.32
2024-03-18,64.34
2024-03-19,80.42
2024-03-20,51.77
2024-03-21,54.18
2024-03-22,29.51
2024-03-23,50.59
2024-03-24,57.24
2024-03-25,53.13
2024-03-26,83.77
2024-03-27,56.61
2024-03-28,42.79
2024-03-29,44.73
2024-03-30,57.06
2024-03-31,47.09
2024-04-01,69.54
2024-04-02,76.06
2024-04-03,70.54
2024-04-04,52.31
2024-04-05,38.71
2024-04-06,36.95
2024-04-07,57.76
2024-04-08,57.86
2024-04-09,42.21
2024-04-10,67.62
2024-04-11,59.23
2024-04-12,18.4
2024-04-13,34.78
2024-04-14,62.74
2024-04-15,88.8
2024-04-16,71.28
2024-04-17,55.63
2024-04-18,48.01
2024-04-19,55.42
2024-04-20,38.06
2024-04-21,48.21
2024-04-22,63.05
2024-04-23,61.19
2024-04-24,63.78
2024-04-25,65.74
2024-04-26,44.56
2024-04-27,41.65
2024-04-28,52.93
2024-04-29,51.9
2024-04-30,79.21
2024-05-01,61.43
2024-05-02,47.34
2024-05-03,72.91
2024-05-04,46.81
2024-05-05,47.98
2024-05-06,62.91
2024-05-07,81.51
2024-05-08,62.99
2024-05-09,34.41
2024-05-10,49.82
2024-05-11,36.79
2024-05-12,73.88
2024-05-13,77.63
2024-05-14,65.2
2024-05-15,74.32
2024-05-16,49.12
2024-05-17,48.8
2024-05-18,47.97
2024-05-19,46.34
2024-05-20,60.04
2024-05-21,79.62
2024-05-22,57.81
2024-05-23,44.06
2024-05-24,30.37
2024-05-25,47.01
2024-05-26,75.08
2024-05-27,55.45
2024-05-28,69.22
2024-05-29,74.93
2024-05-30,46.95
2024-05-31,44.1
2024-06-01,31.8
2024-06-02,58.38
2024-06-03,63.91
2024-06-04,78.48
2024-06-05,72.33
2024-06-06,73.29
2024-06-07,45.02
2024-06-08,45.33
2024-06-09,55.69
2024-06-10,61.9
2024-06-11,71.66
2024-06-12,57.15
2024-06-13,48.73
2024-06-14,52.05
2024-06-15,31.66
2024-06-16,64.8
2024-06-17,78.25
2024-06-18,66.74
2024-06-19,38.54
2024-06-20,40.61
2024-06-21,51.5
2024-06-22,41.14
2024-06-23,43.06
2024-06-24,59.68
2024-06-25,75.98
2024-06-26,64.88
2024-06-27,43.95
2024-06-28,34.51
2024-06-29,37.1
2024-06-30,43.48
2024-07-01,80.53
2024-07-02,64.0
2024-07-03,71.23
2024-07-04,61.2
2024-07-05,47.81
2024-07-06,36.36
2024-07-07,56.39
2024-07-08,63.79
2024-07-09,57.84
2024-07-10,61.95
2024-07-11,33.85
2024-07-12,49.35
2024-07-13,35.68
2024-07-14,54.01
2024-07-15,66.51
2024-07-16,63.93
2024-07-17,64.23
2024-07-18,40.54
2024-07-19,45.84
2024-07-20,26.51
2024-07-21,52.91
2024-07-22,82.72
2024-07-23,56.17
2024-07-24,51.23
2024-07-25,50.08
2024-07-26,38.57
2024-07-27,43.13
2024-07-28,56.19
2024-07-29,69.32
2024-07-30,76.92
2024-07-31,61.76
2024-08-01,42.18
2024-08-02,43.15
2024-08-03,58.27
2024-08-04,49.62
2024-08-05,52.88
2024-08-06,76.54
2024-08-07,56.1
2024-08-08,22.52
2024-08-09,44.55
2024-08-10,33.57
2024-08-11,49.69
2024-08-12,65.6
2024-08-13,67.03
2024-08-14,64.05
2024-08-15,39.54
2024-08-16,40.86
2024-08-17,35.98
2024-08-18,57.64
2024-08-19,68.08
2024-08-20,55.42
2024-08-21,67.47
2024-08-22,38.18
2024-08-23,43.46
2024-08-24,41.9
2024-08-25,68.28
2024-08-26,59.34
2024-08-27,60.93
2024-08-28,56.06
2024-08-29,40.16
2024-08-30,43.03
2024-08-31,21.71
2024-09-01,39.01
2024-09-02,50.55
2024-09-03,73.58
2024-09-04,73.01
2024-09-05,41.8
2024-09-06,32.99
2024-09-07,38.22
2024-09-08,60.82
2024-09-09,51.6
2024-09-10,66.11
2024-09-11,65.31
2024-09-12,47.5
2024-09-13,36.22
2024-09-14,47.18
2024-09-15,21.82
2024-09-16,67.31
2024-09-17,56.83
2024-09-18,36.9
2024-09-19,47.25
2024-09-20,47.71
2024-09-21,35.45
2024-09-22,58.03
2024-09-23,76.3
2024-09-24,76.17
2024-09-25,71.26
2024-09-26,49.21
2024-09-27,34.38
2024-09-28,20.45
2024-09-29,45.69
2024-09-30,51.4
2024-10-01,84.38
2024-10-02,52.75
2024-10-03,42.67
2024-10-04,38.79
2024-10-05,36.56
2024-10-06,64.75
2024-10-07,53.25
2024-10-08,64.27
2024-10-09,46.73
2024-10-10,27.89
2024-10-11,26.81
2024-10-12,35.4
2024-10-13,43.16
2024-10-14,52.2
2024-10-15,47.91
2024-10-16,52.98
2024-10-17,25.69
2024-10-18,40.18
2024-10-19,36.25
2024-10-20,32.52
2024-10-21,55.69
2024-10-22,54.1
2024-10-23,56.65
2024-10-24,53.8
2024-10-25,13.47
2024-10-26,36.22
2024-10-27,45.15
2024-10-28,65.14
2024-10-29,63.41
2024-10-30,45.59
2024-10-31,36.85
2024-11-01,23.92
2024-11-02,45.48
2024-11-03,46.61
2024-11-04,77.09
2024-11-05,60.32
2024-11-06,45.67
2024-11-07,24.55
2024-11-08,13.49
2024-11-09,18.53
2024-11-10,48.72
2024-11-11,62.81
2024-11-12,44.76
2024-11-13,61.36
2024-11-14,34.51
2024-11-15,32.64
2024-11-16,50.14
2024-11-17,54.67
2024-11-18,54.69
2024-11-19,51.31
2024-11-20,30.54
2024-11-21,31.8
2024-11-22,28.71
2024-11-23,23.8
2024-11-24,44.04
2024-11-25,57.8
2024-11-26,57.63
2024-11-27,45.21
2024-11-28,40.33
2024-11-29,34.9
2024-11-30,22.42
2024-12-01,59.11
2024-12-02,55.69
2024-12-03,59.71
2024-12-04,58.44
2024-12-05,40.62
2024-12-06,39.66
2024-12-07,35.84
2024-12-08,38.53
2024-12-09,59.94
2024-12-10,47.74
2024-12-11,52.09
2024-12-12,37.61
2024-12-13,27.69
2024-12-14,31.34
2024-12-15,25.48
2024-12-16,50.49
2024-12-17,59.75
2024-12-18,52.26
2024-12-19,27.31
2024-12-20,42.08
2024-12-21,23.61
2024-12-22,53.64
2024-12-23,59.9
2024-12-24,52.01
2024-12-25,68.06
2024-12-26,25.31
2024-12-27,38.27
2024-12-28,41.93
2024-12-29,36.89
2024-12-30,69.2
2024-12-31,55.62
2025-01-01,52.85
2025-01-02,39.49
2025-01-03,27.38
2025-01-04,39.68
2025-01-05,51.18
2025-01-06,37.44
2025-01-07,70.82
2025-01-08,32.98
2025-01-09,46.87
2025-01-10,39.64
2025-01-11,20.31
2025-01-12,38.79
2025-01-13,43.52
2025-01-14,55.27
2025-01-15,46.18
2025-01-16,43.99
2025-01-17,41.13
2025-01-18,44.83
2025-01-19,36.93
2025-01-20,52.14
2025-01-21,40.24
2025-01-22,40.85
2025-01-23,45.49
2025-01-24,43.83
2025-01-25,18.18
2025-01-26,36.28
2025-01-27,53.61
2025-01-28,59.53
2025-01-29,40.46
2025-01-30,39.73
2025-01-31,22.59
2025-02-01,30.03
2025-02-02,47.31
2025-02-03,53.59
2025-02-04,52.01
2025-02-05,47.11
2025-02-06,34.26
2025-02-07,23.28
2025-02-08,27.23
2025-02-09,57.49
2025-02-10,58.79
2025-02-11,53.07
2025-02-12,54.83
2025-02-13,31.45
2025-02-14,38.36
2025-02-15,33.17
2025-02-16,40.08
2025-02-17,57.3
2025-02-18,39.97
2025-02-19,36.24
2025-02-20,22.5
2025-02-21,27.71
2025-02-22,46.45
2025-02-23,63.11
2025-02-24,58.86
2025-02-25,60.33
2025-02-26,29.15
2025-02-27,28.67
2025-02-28,18.05
2025-03-01,22.56
2025-03-02,38.77
2025-03-03,47.41
2025-03-04,35.18
2025-03-05,54.29
2025-03-06,23.01
2025-03-07,27.97
2025-03-08,49.16
2025-03-09,30.91
2025-03-10,26.47
2025-03-11,51.76
2025-03-12,57.47
2025-03-13,52.98
2025-03-14,12.93
2025-03-15,33.04
2025-03-16,35.1
2025-03-17,50.37
2025-03-18,80.72
2025-03-19,31.08
2025-03-20,35.58
2025-03-21,29.55
2025-03-22,38.58
2025-03-23,40.38
2025-03-24,54.16
2025-03-25,50.01
2025-03-26,48.45
2025-03-27,29.26
2025-03-28,30.74
2025-03-29,23.68
2025-03-30,42.82
2025-03-31,50.43
2025-04-01,64.83
2025-04-02,44.89
2025-04-03,14.61
2025-04-04,36.8
2025-04-05,17.97
2025-04-06,32.16
2025-04-07,44.42
2025-04-08,66.97
2025-04-09,23.7
2025-04-10,63.37
2025-04-11,34.39
2025-04-12,28.9
2025-04-13,37.8
2025-04-14,52.88
2025-04-15,58.09
2025-04-16,51.16
2025-04-17,37.2
2025-04-18,24.37
2025-04-19,24.35
2025-04-20,36.49
2025-04-21,47.73
2025-04-22,63.86
2025-04-23,50.29
2025-04-24,1.89
2025-04-25,29.69
2025-04-26,27.92
2025-04-27,37.46
2025-04-28,45.44
2025-04-29,63.42
2025-04-30,53.48
2025-05-01,23.21
2025-05-02,26.85
2025-05-03,15.91
2025-05-04,23.5
2025-05-05,42.71
2025-05-06,60.45
2025-05-07,53.19
2025-05-08,35.72
2025-05-09,29.68
2025-05-10,30.43
2025-05-11,30.54
2025-05-12,52.95
2025-05-13,59.48
2025-05-14,50.85
2025-05-15,42.13
2025-05-16,29.16
2025-05-17,28.44
2025-05-18,47.3
2025-05-19,48.01
2025-05-20,42.31
2025-05-21,41.33
2025-05-22,22.44
2025-05-23,14.97
2025-05-24,23.13
2025-05-25,28.33
2025-05-26,44.85
2025-05-27,31.84
2025-05-28,44.74
2025-05-29,29.55
2025-05-30,13.21
2025-05-31,30.81
2025-06-01,45.28
2025-06-02,31.5
2025-06-03,42.8
2025-06-04,34.57
2025-06-05,19.79
2025-06-06,29.32
2025-06-07,21.93
2025-06-08,32.9
2025-06-09,27.19
2025-06-10,56.43
2025-06-11,29.52
2025-06-12,29.44
2025-06-13,23.45
2025-06-14,37.13
2025-06-15,22.11
2025-06-16,16.68
2025-06-17,51.56
2025-06-18,59.56
2025-06-19,40.88
2025-06-20,22.42
2025-06-21,18.26
2025-06-22,42.92
2025-06-23,36.79
2025-06-24,54.14
2025-06-25,46.26
2025-06-26,38.74
2025-06-27,47.57
2025-06-28,26.75
2025-06-29,29.41
2025-06-30,45.92
2025-07-01,31.33
2025-07-02,33.91
2025-07-03,23.7
2025-07-04,14.39
2025-07-05,24.0
2025-07-06,25.93
2025-07-07,57.04
2025-07-08,48.68
2025-07-09,40.42
2025-07-10,24.16
2025-07-11,20.83
2025-07-12,30.37
2025-07-13,25.13
2025-07-14,38.9
2025-07-15,45.29
2025-07-16,26.7
2025-07-17,18.9
2025-07-18,14.16
2025-07-19,30.52
2025-07-20,36.08
2025-07-21,47.06
2025-07-22,56.48
2025-07-23,38.43
2025-07-24,30.65
2025-07-25,17.54
2025-07-26,24.08
2025-07-27,27.27
2025-07-28,20.39
2025-07-29,46.28
2025-07-30,53.69
2025-07-31,35.65
2025-08-01,27.88
2025-08-02,33.43
2025-08-03,33.64
2025-08-04,46.4
2025-08-05,41.1
2025-08-06,35.95
2025-08-07,32.2
2025-08-08,29.91
2025-08-09,19.33
2025-08-10,27.9
2025-08-11,44.08
2025-08-12,52.94
2025-08-13,24.32
2025-08-14,2.73
2025-08-15,12.02
2025-08-16,8.17
2025-08-17,26.97
2025-08-18,42.25
2025-08-19,42.04
2025-08-20,52.93
2025-08-21,28.61
2025-08-22,20.18
2025-08-23,26.24
2025-08-24,20.31
2025-08-25,53.77
2025-08-26,45.47
2025-08-27,44.76
2025-08-28,14.27
2025-08-29,1.29
2025-08-30,27.85
2025-08-31,35.11
2025-09-01,34.01
2025-09-02,37.18
2025-09-03,48.96
2025-09-04,12.75
2025-09-05,32.9
2025-09-06,10.32
2025-09-07,37.38
2025-09-08,39.39
2025-09-09,51.56
2025-09-10,31.92
2025-09-11,22.66
2025-09-12,16.54
2025-09-13,8.95
2025-09-14,38.06
2025-09-15,37.2
2025-09-16,42.89
2025-09-17,27.06
2025-09-18,0.1
2025-09-19,13.87
2025-09-20,42.75
2025-09-21,38.15
2025-09-22,41.78
2025-09-23,42.2
2025-09-24,36.88
2025-09-25,29.06
2025-09-26,3.62
2025-09-27,29.42
2025-09-28,37.1
2025-09-29,48.81
2025-09-30,48.86
2025-10-01,36.5
2025-10-02,29.97
2025-10-03,20.99
2025-10-04,14.38
2025-10-05,23.86
2025-10-06,42.3
2025-10-07,59.61
2025-10-08,23.57
2025-10-09,8.22
2025-10-10,16.37
2025-10-11,18.08
2025-10-12,30.98
2025-10-13,43.37
2025-10-14,41.54
2025-10-15,50.51
2025-10-16,6.53
2025-10-17,6.09
2025-10-18,16.19
2025-10-19,12.47
2025-10-20,38.82
2025-10-21,60.04
2025-10-22,35.47
2025-10-23,24.5
2025-10-24,1.42
2025-10-25,10.71
2025-10-26,24.8
2025-10-27,37.05
2025-10-28,55.89
2025-10-29,40.49
2025-10-30,10.73
2025-10-31,16.14
2025-11-01,21.5
2025-11-02,39.6
2025-11-03,55.68
2025-11-04,32.57
2025-11-05,26.45
2025-11-06,8.92
2025-11-07,10.99
2025-11-08,20.84
2025-11-09,37.72
2025-11-10,38.77
2025-11-11,39.18
2025-11-12,35.73
2025-11-13,12.79
2025-11-14,33.87
2025-11-15,0.1
2025-11-16,29.35
2025-11-17,59.41
2025-11-18,42.09
2025-11-19,31.96
2025-11-20,17.22
2025-11-21,10.82
2025-11-22,29.2
2025-11-23,5.03
2025-11-24,54.16
2025-11-25,27.43
2025-11-26,30.84
2025-11-27,16.15
2025-11-28,18.16
2025-11-29,0.1
2025-11-30,31.42
2025-12-01,58.72
2025-12-02,27.69
2025-12-03,35.06
2025-12-04,13.47
2025-12-05,16.18
2025-12-06,14.96
2025-12-07,20.04
2025-12-08,43.01
2025-12-09,59.02
2025-12-10,30.9
2025-12-11,26.94
2025-12-12,0.1
2025-12-13,4.86
2025-12-14,30.82
2025-12-15,52.62
2025-12-16,44.18
2025-12-17,29.33
2025-12-18,19.38
2025-12-19,0.1
2025-12-20,20.12
2025-12-21,34.57
2025-12-22,32.91
2025-12-23,35.57
2025-12-24,34.77
2025-12-25,14.67
2025-12-26,10.21
2025-12-27,34.72
2025-12-28,22.93
2025-12-29,33.49
2025-12-30,33.45
2025-12-31,39.2
2026-01-01,16.88
2026-01-02,4.03
2026-01-03,26.59
2026-01-04,39.25
2026-01-05,30.72
2026-01-06,20.91
2026-01-07,41.48
2026-01-08,11.5
2026-01-09,18.08
2026-01-10,0.1
2026-01-11,33.63
2026-01-12,24.27
2026-01-13,46.53
2026-01-14,31.2
2026-01-15,8.45
2026-01-16,5.76
2026-01-17,19.54
2026-01-18,25.41
2026-01-19,41.87
2026-01-20,58.64
2026-01-21,15.07
2026-01-22,33.81
2026-01-23,10.52
2026-01-24,3.33
2026-01-25,10.7
2026-01-26,33.79
2026-01-27,47.74
2026-01-28,29.08
2026-01-29,32.4
2026-01-30,0.1
2026-01-31,11.85
