date,value
2023-08-29,279.61
2023-08-30,279.26
2023-08-31,271.5
2023-09-01,266.39
2023-09-02,239.56
2023-09-03,268.48
2023-09-04,282.31
2023-09-05,283.8
2023-09-06,309.56
2023-09-07,272.1
2023-09-08,236.59
2023-09-09,273.43
2023-09-10,307.43
2023-09-11,307.02
2023-09-12,272.91
2023-09-13,277.91
2023-09-14,287.13
2023-09-15,246.99
2023-09-16,268.42
2023-09-17,289.32
2023-09-18,279.73
2023-09-19,296.91
2023-09-20,238.66
2023-09-21,254.86
2023-09-22,255.91
2023-09-23,245.15
2023-09-24,304.29
2023-09-25,274.28
2023-09-26,293.3
2023-09-27,291.34
2023-09-28,293.94
2023-09-29,240.26
2023-09-30,283.41
2023-10-01,282.05
2023-10-02,283.11
2023-10-03,308.93
2023-10-04,294.46
2023-10-05,265.42
2023-10-06,264.95
2023-10-07,262.28
2023-10-08,285.7
2023-10-09,309.87
2023-10-10,327.89
2023-10-11,275.01
2023-10-12,308.52
2023-10-13,236.72
2023-10-14,267.89
2023-10-15,294.92
2023-10-16,306.25
2023-10-17,296.86
2023-10-18,292.56
2023-10-19,271.23
2023-10-20,259.26
2023-10-21,285.01
2023-10-22,293.56
2023-10-23,293.74
2023-10-24,321.79
2023-10-25,302.39
2023-10-26,292.92
2023-10-27,279.65
2023-10-28,261.93
2023-10-29,281.9
2023-10-30,317.45
2023-10-31,319.55
2023-11-01,299.56
2023-11-02,284.58
2023-11-03,291.47
2023-11-04,267.59
2023-11-05,300.61
2023-11-06,305.3
2023-11-07,309.23
2023-11-08,318.46
2023-11-09,297.3
2023-11-10,286.6
2023-11-11,298.15
2023-11-12,294.82
2023-11-13,320.67
2023-11-14,309.94
2023-11-15,308.94
2023-11-16,285.07
2023-11-17,277.96
2023-11-18,289.59
2023-11-19,284.33
2023-11-20,343.92
2023-11-21,301.61
2023-11-22,287.96
2023-11-23,306.49
2023-11-24,290.48
2023-11-25,292.13
2023-11-26,308.13
2023-11-27,314.45
2023-11-28,305.34
2023-11-29,309.41
2023-11-30,281.06
2023-12-01,295.33
2023-12-02,282.66
2023-12-03,288.42
2023-12-04,311.92
2023-12-05,327.09
2023-12-06,301.92
2023-12-07,280.99
2023-12-08,286.46
2023-12-09,290.64
2023-12-10,295.3
2023-12-11,311.77
2023-12-12,326.48
2023-12-13,290.76
2023-12-14,274.31
2023-12-15,274.12
2023-12-16,285.86
2023-12-17,309.66
2023-12-18,343.07
2023-12-19,337.96
2023-12-20,312.18
2023-12-21,297.24
2023-12-22,271.96
2023-12-23,290.89
2023-12-24,302.77
2023-12-25,327.88
2023-12-26,314.79
2023-12-27,324.47
2023-12-28,322.61
2023-12-29,287.47
2023-12-30,299.29
2023-12-31,319.55
2024-01-01,319.12
2024-01-02,332.66
2024-01-03,318.97
2024-01-04,303.19
2024-01-05,279.61
2024-01-06,295.73
2024-01-07,318.77
2024-01-08,349.0
2024-01-09,345.79
2024-01-10,353.18
2024-01-11,292.31
2024-01-12,306.39
2024-01-13,300.21
2024-01-14,346.25
2024-01-15,317.21
2024-01-16,320.9
2024-01-17,313.99
2024-01-18,274.06
2024-01-19,287.52
2024-01-20,288.18
2024-01-21,317.76
2024-01-22,336.56
2024-01-23,363.74
2024-01-24,339.33
2024-01-25,299.37
2024-01-26,284.03
2024-01-27,309.04
2024-01-28,297.8
2024-01-29,361.01
2024-01-30,355.39
2024-01-31,320.14
2024-02-01,284.43
2024-02-02,319.91
2024-02-03,302.05
2024-02-04,338.27
2024-02-05,311.72
2024-02-06,330.81
2024-02-07,329.36
2024-02-08,312.93
2024-02-09,294.95
2024-02-10,315.21
2024-02-11,305.79
2024-02-12,335.6
2024-02-13,343.7
2024-02-14,339.09
2024-02-15,325.0
2024-02-16,286.93
2024-02-17,284.95
2024-02-18,343.07
2024-02-19,344.82
2024-02-20,332.77
2024-02-21,356.74
2024-02-22,318.16
2024-02-23,323.59
2024-02-24,311.08
2024-02-25,356.91
2024-02-26,368.27
2024-02-27,342.36
2024-02-28,350.15
2024-02-29,328.2
2024-03-01,328.53
2024-03-02,297.69
2024-03-03,338.39
2024-03-04,359.91
2024-03-05,321.82
2024-03-06,319.93
2024-03-07,290.03
2024-03-08,306.06
2024-03-09,325.03
2024-03-10,352.74
2024-03-11,347.25
2024-03-12,374.73
2024-03-13,319.08
2024-03-14,297.17
2024-03-15,311.37
2024-03-16,322.12
2024-03-17,331.81
2024-03-18,317.22
2024-03-19,351.06
2024-03-20,322.31
2024-03-21,334.87
2024-03-22,319.8
2024-03-23,304.37
2024-03-24,326.69
2024-03-25,334.45
2024-03-26,353.56
2024-03-27,358.3
2024-03-28,312.14
2024-03-29,323.96
2024-03-30,312.61
2024-03-31,324.61
2024-04-01,350.83
2024-04-02,341.07
2024-04-03,337.77
2024-04-04,311.05
2024-04-05,347.97
2024-04-06,323.19
2024-04-07,328.1
2024-04-08,357.75
2024-04-09,357.01
2024-04-10,344.86
2024-04-11,340.33
2024-04-12,331.96
2024-04-13,316.81
2024-04-14,332.06
2024-04-15,352.51
2024-04-16,326.27
2024-04-17,327.55
2024-04-18,353.73
2024-04-19,347.38
2024-04-20,323.13
2024-04-21,351.45
2024-04-22,363.41
2024-04-23,409.08
2024-04-24,369.17
2024-04-25,333.4
2024-04-26,310.47
2024-04-27,304.87
2024-04-28,347.95
2024-04-29,349.49
2024-04-30,343.66
2024-05-01,344.78
2024-05-02,321.2
2024-05-03,352.21
2024-05-04,344.29
2024-05-05,346.88
2024-05-06,385.14
2024-05-07,368.26
2024-05-08,343.66
2024-05-09,362.37
2024-05-10,337.09
2024-05-11,317.6
2024-05-12,346.24
2024-05-13,351.9
2024-05-14,348.46
2024-05-15,372.57
2024-05-16,370.26
2024-05-17,310.12
2024-05-18,343.71
2024-05-19,341.44
2024-05-20,359.83
2024-05-21,362.41
2024-05-22,347.82
2024-05-23,344.45
2024-05-24,320.74
2024-05-25,341.42
2024-05-26,352.55
2024-05-27,365.65
2024-05-28,359.79
2024-05-29,354.23
2024-05-30,357.15
2024-05-31,342.82
2024-06-01,324.8
2024-06-02,356.89
2024-06-03,382.61
2024-06-04,350.46
2024-06-05,373.13
2024-06-06,337.98
2024-06-07,345.96
2024-06-08,330.11
2024-06-09,330.43
2024-06-10,349.02
2024-06-11,378.32
2024-06-12,370.97
2024-06-13,336.46
2024-06-14,349.08
2024-06-15,318.74
2024-06-16,358.61
2024-06-17,357.37
2024-06-18,369.92
2024-06-19,369.89
2024-06-20,339.22
2024-06-21,335.83
2024-06-22,360.86
2024-06-23,353.05
2024-06-24,390.17
2024-06-25,364.85
2024-06-26,379.22
2024-06-27,375.85
2024-06-28,306.63
2024-06-29,335.91
2024-06-30,372.46
2024-07-01,376.69
2024-07-02,389.47
2024-07-03,364.32
2024-07-04,357.62
2024-07-05,343.47
2024-07-06,367.48
2024-07-07,369.72
2024-07-08,386.9
2024-07-09,379.82
2024-07-10,368.16
2024-07-11,351.93
2024-07-12,353.82
2024-07-13,345.75
2024-07-14,372.35
2024-07-15,415.07
2024-07-16,401.17
2024-07-17,372.69
2024-07-18,378.54
2024-07-19,343.88
2024-07-20,323.59
2024-07-21,354.98
2024-07-22,357.97
2024-07-23,384.93
2024-07-24,379.95
2024-07-25,387.77
2024-07-26,357.01
2024-07-27,352.98
2024-07-28,384.64
2024-07-29,354.97
2024-07-30,395.83
2024-07-31,393.34
2024-08-01,342.54
2024-08-02,371.36
2024-08-03,363.44
2024-08-04,368.07
2024-08-05,399.73
2024-08-06,428.46
2024-08-07,386.61
2024-08-08,370.55
2024-08-09,349.41
2024-08-10,347.72
2024-08-11,388.86
2024-08-12,379.5
2024-08-13,397.57
2024-08-14,378.81
2024-08-15,376.11
2024-08-16,363.41
2024-08-17,378.13
2024-08-18,370.85
2024-08-19,390.39
2024-08-20,383.92
2024-08-21,381.41
2024-08-22,376.68
2024-08-23,371.86
2024-08-24,350.83
2024-08-25,393.64
2024-08-26,416.87
2024-08-27,406.9
2024-08-28,418.33
2024-08-29,361.52
2024-08-30,343.93
2024-08-31,340.08
2024-09-01,405.14
2024-09-02,408.45
2024-09-03,401.96
2024-09-04,396.48
2024-09-05,358.34
2024-09-06,401.39
2024-09-07,370.8
2024-09-08,386.44
2024-09-09,411.62
2024-09-10,412.11
2024-09-11,397.74
2024-09-12,365.47
2024-09-13,373.87
2024-09-14,399.19
2024-09-15,407.08
2024-09-16,426.73
2024-09-17,399.33
2024-09-18,381.63
2024-09-19,377.54
2024-09-20,369.74
2024-09-21,389.48
2024-09-22,363.61
2024-09-23,427.88
2024-09-24,406.73
2024-09-25,392.17
2024-09-26,366.34
2024-09-27,346.18
2024-09-28,387.51
2024-09-29,392.2
2024-09-30,387.69
2024-10-01,391.77
2024-10-02,395.64
2024-10-03,408.66
2024-10-04,369.21
2024-10-05,354.72
2024-10-06,389.51
2024-10-07,405.05
2024-10-08,372.85
2024-10-09,401.96
2024-10-10,382.26
2024-10-11,385.64
2024-10-12,407.1
2024-10-13,412.2
2024-10-14,407.2
2024-10-15,398.8
2024-10-16,443.48
2024-10-17,388.71
2024-10-18,377.51
2024-10-19,381.1
2024-10-20,400.37
2024-10-21,411.17
2024-10-22,408.89
2024-10-23,398.77
2024-10-24,389.43
2024-10-25,371.25
2024-10-26,372.87
2024-10-27,401.1
2024-10-28,411.61
2024-10-29,442.16
2024-10-30,369.31
2024-10-31,408.39
2024-11-01,400.19
2024-11-02,354.56
2024-11-03,396.46
2024-11-04,411.97
2024-11-05,400.59
2024-11-06,399.51
2024-11-07,377.46
2024-11-08,409.89
2024-11-09,401.8
2024-11-10,422.77
2024-11-11,430.46
2024-11-12,406.86
2024-11-13,405.41
2024-11-14,403.56
2024-11-15,367.37
2024-11-16,400.56
2024-11-17,402.2
2024-11-18,416.11
2024-11-19,436.56
2024-11-20,422.04
2024-11-21,392.91
2024-11-22,405.19
2024-11-23,375.75
2024-11-24,417.14
2024-11-25,432.73
2024-11-26,423.36
2024-11-27,422.37
2024-11-28,381.66
2024-11-29,403.76
2024-11-30,391.29
2024-12-01,402.16
2024-12-02,441.67
2024-12-03,419.53
2024-12-04,398.45
2024-12-05,379.17
2024-12-06,401.09
2024-12-07,376.96
2024-12-08,438.42
2024-12-09,396.81
2024-12-10,457.65
2024-12-11,424.84
2024-12-12,403.17
2024-12-13,385.93
2024-12-14,404.25
2024-12-15,413.64
2024-12-16,446.69
2024-12-17,436.01
2024-12-18,426.03
2024-12-19,401.27
2024-12-20,395.35
2024-12-21,404.98
2024-12-22,390.65
2024-12-23,412.01
2024-12-24,447.55
2024-12-25,428.44
2024-12-26,406.06
2024-12-27,398.58
2024-12-28,407.68
2024-12-29,410.3
2024-12-30,422.66
2024-12-31,441.44
2025-01-01,413.3
2025-01-02,417.05
2025-01-03,374.86
2025-01-04,420.0
2025-01-05,427.59
2025-01-06,440.28
2025-01-07,455.34
2025-01-08,455.06
2025-01-09,428.24
2025-01-10,374.89
2025-01-11,387.47
2025-01-12,413.23
2025-01-13,438.93
2025-01-14,450.46
2025-01-15,421.29
2025-01-16,417.92
2025-01-17,393.27
2025-01-18,399.59
2025-01-19,403.6
2025-01-20,426.79
2025-01-21,424.52
2025-01-22,419.64
2025-01-23,433.03
2025-01-24,392.46
2025-01-25,450.35
2025-01-26,434.2
2025-01-27,445.51
2025-01-28,434.02
2025-01-29,446.88
2025-01-30,410.69
2025-01-31,410.63
2025-02-01,451.36
2025-02-02,427.46
2025-02-03,462.08
2025-02-04,438.45
2025-02-05,437.95
2025-02-06,447.98
2025-02-07,401.5
2025-02-08,442.25
2025-02-09,441.62
2025-02-10,438.5
2025-02-11,460.58
2025-02-12,455.17
2025-02-13,432.85
2025-02-14,389.45
2025-02-15,406.26
2025-02-16,429.39
2025-02-17,447.92
2025-02-18,462.51
2025-02-19,445.34
2025-02-20,405.59
2025-02-21,420.8
2025-02-22,428.42
2025-02-23,443.6
2025-02-24,467.35
2025-02-25,467.81
2025-02-26,451.67
2025-02-27,426.67
2025-02-28,392.29
2025-03-01,427.81
2025-03-02,440.42
2025-03-03,457.31
2025-03-04,438.25
2025-03-05,430.66
2025-03-06,445.62
2025-03-07,418.71
2025-03-08,433.69
2025-03-09,439.82
2025-03-10,455.78
2025-03-11,473.57
2025-03-12,441.24
2025-03-13,433.36
2025-03-14,414.47
2025-03-15,419.05
2025-03-16,436.86
2025-03-17,460.77
2025-03-18,454.42
2025-03-19,469.91
2025-03-20,420.6
2025-03-21,420.7
2025-03-22,421.07
2025-03-23,465.3
2025-03-24,462.48
2025-03-25,479.18
2025-03-26,430.89
2025-03-27,440.13
2025-03-28,438.95
2025-03-29,431.0
2025-03-30,461.68
2025-03-31,453.88
2025-04-01,486.94
2025-04-02,489.76
2025-04-03,432.78
2025-04-04,421.02
2025-04-05,453.66
2025-04-06,471.49
2025-04-07,455.89
2025-04-08,461.6
2025-04-09,453.15
2025-04-10,420.16
2025-04-11,416.02
2025-04-12,418.9
2025-04-13,438.38
2025-04-14,465.32
2025-04-15,473.51
2025-04-16,482.74
2025-04-17,427.45
2025-04-18,446.67
2025-04-19,432.85
2025-04-20,451.26
2025-04-21,478.06
2025-04-22,455.26
2025-04-23,467.31
2025-04-24,447.02
2025-04-25,441.39
2025-04-26,442.5
2025-04-27,490.93
2025-04-28,460.47
2025-04-29,466.23
2025-04-30,454.33
2025-05-01,438.29
2025-05-02,426.54
2025-05-03,458.1
2025-05-04,477.51
2025-05-05,463.58
2025-05-06,463.81
2025-05-07,472.85
2025-05-08,440.44
2025-05-09,447.7
2025-05-10,445.41
2025-05-11,435.56
2025-05-12,497.45
2025-05-13,505.34
2025-05-14,458.69
2025-05-15,445.01
2025-05-16,444.59
2025-05-17,449.48
2025-05-18,470.28
2025-05-19,506.49
2025-05-20,477.84
2025-05-21,458.0
2025-05-22,432.23
2025-05-23,431.44
2025-05-24,446.07
2025-05-25,489.42
2025-05-26,470.67
2025-05-27,485.96
2025-05-28,471.83
2025-05-29,472.85
2025-05-30,482.41
2025-05-31,440.7
2025-06-01,457.26
2025-06-02,496.2
2025-06-03,494.93
2025-06-04,501.88
2025-06-05,465.88
2025-06-06,441.21
2025-06-07,459.62
2025-06-08,483.33
2025-06-09,494.94
2025-06-10,494.41
2025-06-11,492.28
2025-06-12,476.76
2025-06-13,469.43
2025-06-14,462.59
2025-06-15,466.29
2025-06-16,486.94
2025-06-17,507.0
2025-06-18,466.12
2025-06-19,466.85
2025-06-20,444.9
2025-06-21,455.39
2025-06-22,490.08
2025-06-23,489.7
2025-06-24,491.7
2025-06-25,460.08
2025-06-26,474.62
2025-06-27,462.58
2025-06-28,489.51
2025-06-29,468.38
2025-06-30,492.22
2025-07-01,496.84
2025-07-02,506.24
2025-07-03,464.09
2025-07-04,459.19
2025-07-05,468.28
2025-07-06,477.9
2025-07-07,484.34
2025-07-08,498.11
2025-07-09,500.78
2025-07-10,452.22
2025-07-11,459.1
2025-07-12,450.76
2025-07-13,495.13
2025-07-14,470.29
2025-07-15,488.91
2025-07-16,492.44
2025-07-17,493.21
2025-07-18,458.22
2025-07-19,455.04
2025-07-20,507.52
2025-07-21,473.52
2025-07-22,466.42
2025-07-23,495.48
2025-07-24,464.29
2025-07-25,445.98
2025-07-26,476.09
2025-07-27,485.06
2025-07-28,488.88
2025-07-29,482.29
2025-07-30,504.06
2025-07-31,483.68
2025-08-01,461.91
2025-08-02,495.26
2025-08-03,467.45
2025-08-04,476.55
2025-08-05,493.22
2025-08-06,492.39
2025-08-07,479.67
2025-08-08,461.88
2025-08-09,474.94
2025-08-10,466.83
2025-08-11,523.19
2025-08-12,504.47
2025-08-13,511.94
2025-08-14,483.26
2025-08-15,474.45
2025-08-16,480.31
2025-08-17,494.42
2025-08-18,513.28
2025-08-19,527.74
2025-08-20,500.23
2025-08-21,490.86
2025-08-22,468.36
2025-08-23,495.47
2025-08-24,479.65
2025-08-25,532.75
2025-08-26,509.3
2025-08-27,477.92
2025-08-28,484.24
2025-08-29,461.59
2025-08-30,488.57
2025-08-31,482.11
2025-09-01,501.14
2025-09-02,483.66
2025-09-03,494.69
2025-09-04,448.06
2025-09-05,450.14
2025-09-06,489.47
2025-09-07,505.79
2025-09-08,516.32
2025-09-09,499.59
2025-09-10,502.86
2025-09-11,486.47
2025-09-12,458.63
2025-09-13,502.71
2025-09-14,509.26
2025-09-15,508.72
2025-09-16,516.6
2025-09-17,508.8
2025-09-18,458.0
2025-09-19,474.39
2025-09-20,472.03
2025-09-21,483.18
2025-09-22,509.92
2025-09-23,545.26
2025-09-24,517.39
2025-09-25,482.15
2025-09-26,488.79
2025-09-27,505.35
2025-09-28,514.17
2025-09-29,517.13
2025-09-30,510.69
2025-10-01,520.35
2025-10-02,498.72
2025-10-03,495.73
2025-10-04,495.99
2025-10-05,518.14
2025-10-06,510.31
2025-10-07,542.26
2025-10-08,514.94
2025-10-09,526.05
2025-10-10,474.06
2025-10-11,514.6
2025-10-12,507.47
2025-10-13,510.67
2025-10-14,517.34
2025-10-15,509.27
2025-10-16,503.38
2025-10-17,494.34
2025-10-18,482.06
2025-10-19,506.23
2025-10-20,554.67
2025-10-21,552.61
2025-10-22,522.72
2025-10-23,499.69
2025-10-24,490.4
2025-10-25,501.97
2025-10-26,493.36
2025-10-27,520.78
2025-10-28,503.77
2025-10-29,524.27
2025-10-30,510.93
2025-10-31,483.45
2025-11-01,518.47
2025-11-02,492.41
2025-11-03,504.77
2025-11-04,534.27
2025-11-05,536.08
2025-11-06,528.58
2025-11-07,485.92
2025-11-08,513.14
2025-11-09,512.32
2025-11-10,526.25
2025-11-11,546.25
2025-11-12,532.26
2025-11-13,481.78
2025-11-14,517.05
2025-11-15,519.76
2025-11-16,505.62
2025-11-17,536.87
2025-11-18,542.51
2025-11-19,528.49
2025-11-20,499.27
2025-11-21,486.93
2025-11-22,500.78
2025-11-23,534.69
2025-11-24,541.19
2025-11-25,531.64
2025-11-26,538.25
2025-11-27,466.89
2025-11-28,516.33
2025-11-29,477.17
2025-11-30,513.76
2025-12-01,518.34
2025-12-02,519.88
2025-12-03,546.19
2025-12-04,504.71
2025-12-05,506.4
2025-12-06,504.66
2025-12-07,528.46
2025-12-08,538.39
2025-12-09,522.15
2025-12-10,545.82
2025-12-11,506.42
2025-12-12,479.95
2025-12-13,501.04
2025-12-14,545.91
2025-12-15,552.09
2025-12-16,538.27
2025-12-17,527.74
2025-12-18,511.1
2025-12-19,536.55
2025-12-20,515.29
2025-12-21,531.95
2025-12-22,556.89
2025-12-23,549.18
2025-12-24,531.19
2025-12-25,515.08
2025-12-26,506.43
2025-12-27,511.11
2025-12-28,538.51
2025-12-29,544.32
2025-12-30,558.69
2025-12-31,535.97
2026-01-01,521.3
2026-01-02,479.63
2026-01-03,527.51
2026-01-04,534.9
2026-01-05,560.61
2026-01-06,506.35
2026-01-07,570.6
2026-01-08,520.13
2026-01-09,528.32
2026-01-10,500.26
2026-01-11,540.99
2026-01-12,531.94
2026-01-13,542.54
2026-01-14,570.09
2026-01-15,521.46
2026-01-16,517.06
2026-01-17,531.01
2026-01-18,541.34
2026-01-19,552.09
2026-01-20,559.47
2026-01-21,579.53
2026-01-22,525.56
2026-01-23,518.92
2026-01-24,535.82
2026-01-25,552.58
2026-01-26,569.74
2026-01-27,565.68
2026-01-28,528.43
2026-01-29,553.02
2026-01-30,500.81
2026-01-31,526.7
