date,value
2024-03-15,19.28
2024-03-16,19.67
2024-03-17,20.56
2024-03-18,20.29
2024-03-19,18.38
2024-03-20,19.94
2024-03-21,20.51
2024-03-22,19.77
2024-03-23,20.34
2024-03-24,21.09
2024-03-25,20.31
2024-03-26,19.7
2024-03-27,20.35
2024-03-28,19.64
2024-03-29,19.55
2024-03-30,19.26
2024-03-31,20.8
2024-04-01,18.91
2024-04-02,20.8
2024-04-03,19.98
2024-04-04,18.47
2024-04-05,19.89
2024-04-06,17.93
2024-04-07,20.12
2024-04-08,20.34
2024-04-09,19.17
2024-04-10,19.75
2024-04-11,21.22
2024-04-12,19.27
2024-04-13,18.83
2024-04-14,20.88
2024-04-15,21.27
2024-04-16,19.71
2024-04-17,20.53
2024-04-18,20.8
2024-04-19,19.15
2024-04-20,19.36
2024-04-21,20.74
2024-04-22,21.12
2024-04-23,20.23
2024-04-24,19.09
2024-04-25,21.39
2024-04-26,19.39
2024-04-27,19.55
2024-04-28,20.1
2024-04-29,21.08
2024-04-30,20.53
2024-05-01,20.19
2024-05-02,20.24
2024-05-03,19.91
2024-05-04,20.34
2024-05-05,17.88
2024-05-06,19.67
2024-05-07,20.11
2024-05-08,19.01
2024-05-09,20.25
2024-05-10,19.79
2024-05-11,21.36
2024-05-12,21.23
2024-05-13,19.61
2024-05-14,19.87
2024-05-15,19.94
2024-05-16,19.65
2024-05-17,20.18
2024-05-18,19.42
2024-05-19,19.14
2024-05-20,20.55
2024-05-21,20.56
2024-05-22,19.43
2024-05-23,20.8
2024-05-24,19.58
2024-05-25,20.3
2024-05-26,20.77
2024-05-27,20.09
2024-05-28,20.49
2024-05-29,19.73
2024-05-30,19.99
2024-05-31,20.0
2024-06-01,19.57
2024-06-02,20.04
2024-06-03,18.95
2024-06-04,19.81
2024-06-05,19.98
2024-06-06,20.02
2024-06-07,20.04
2024-06-08,20.19
2024-06-09,20.63
2024-06-10,20.96
2024-06-11,19.75
2024-06-12,19.32
2024-06-13,19.46
2024-06-14,19.91
2024-06-15,20.03
2024-06-16,19.7
2024-06-17,19.29
2024-06-18,19.98
2024-06-19,20.5
2024-06-20,20.84
2024-06-21,19.92
2024-06-22,20.05
2024-06-23,19.65
2024-06-24,20.37
2024-06-25,19.73
2024-06-26,20.88
2024-06-27,19.0
2024-06-28,20.15
2024-06-29,20.69
2024-06-30,20.61
2024-07-01,22.62
2024-07-02,20.76
2024-07-03,19.69
2024-07-04,20.42
2024-07-05,19.09
2024-07-06,20.46
2024-07-07,19.86
2024-07-08,21.27
2024-07-09,20.11
2024-07-10,20.47
2024-07-11,20.06
2024-07-12,21.97
2024-07-13,20.33
2024-07-14,22.07
2024-07-15,21.26
2024-07-16,21.01
2024-07-17,20.92
2024-07-18,20.96
2024-07-19,19.11
2024-07-20,20.44
2024-07-21,21.35
2024-07-22,20.64
2024-07-23,19.57
2024-07-24,20.66
2024-07-25,22.07
2024-07-26,21.72
2024-07-27,20.68
2024-07-28,21.5
2024-07-29,20.46
2024-07-30,19.4
2024-07-31,20.03
2024-08-01,22.03
2024-08-02,20.57
2024-08-03,20.61
2024-08-04,20.57
2024-08-05,22.34
2024-08-06,22.13
2024-08-07,22.62
2024-08-08,20.72
2024-08-09,21.1
2024-08-10,19.66
2024-08-11,22.06
2024-08-12,19.96
2024-08-13,21.07
2024-08-14,20.03
2024-08-15,20.45
2024-08-16,20.26
2024-08-17,20.45
2024-08-18,20.52
2024-08-19,20.52
2024-08-20,21.64
2024-08-21,20.1
2024-08-22,21.17
2024-08-23,21.97
2024-08-24,20.6
2024-08-25,20.45
2024-08-26,20.85
2024-08-27,21.98
2024-08-28,21.21
2024-08-29,20.64
2024-08-30,21.46
2024-08-31,20.2
2024-09-01,21.64
2024-09-02,21.43
2024-09-03,20.86
2024-09-04,20.45
2024-09-05,20.42
2024-09-06,21.57
2024-09-07,22.13
2024-09-08,20.65
2024-09-09,21.54
2024-09-10,19.51
2024-09-11,20.72
2024-09-12,21.18
2024-09-13,20.48
2024-09-14,20.47
2024-09-15,20.7
2024-09-16,21.47
2024-09-17,21.1
2024-09-18,19.47
2024-09-19,19.57
2024-09-20,20.79
2024-09-21,21.66
2024-09-22,19.1
2024-09-23,20.91
2024-09-24,20.9
2024-09-25,22.44
2024-09-26,21.03
2024-09-27,21.66
2024-09-28,21.47
2024-09-29,19.67
2024-09-30,21.99
2024-10-01,21.56
2024-10-02,21.81
2024-10-03,24.55
2024-10-04,19.75
2024-10-05,22.81
2024-10-06,21.21
2024-10-07,21.68
2024-10-08,21.42
2024-10-09,21.13
2024-10-10,21.02
2024-10-11,21.75
2024-10-12,20.29
2024-10-13,22.11
2024-10-14,21.19
2024-10-15,20.63
2024-10-16,21.18
2024-10-17,22.56
2024-10-18,21.13
2024-10-19,21.86
2024-10-20,21.0
2024-10-21,22.2
2024-10-22,22.15
2024-10-23,23.09
2024-10-24,21.48
2024-10-25,22.16
2024-10-26,21.72
2024-10-27,22.69
2024-10-28,21.08
2024-10-29,22.27
2024-10-30,21.52
2024-10-31,21.64
2024-11-01,21.77
2024-11-02,21.91
2024-11-03,21.63
2024-11-04,21.9
2024-11-05,23.0
2024-11-06,22.54
2024-11-07,22.46
2024-11-08,21.41
2024-11-09,21.07
2024-11-10,22.55
2024-11-11,22.5
2024-11-12,22.99
2024-11-13,21.34
2024-11-14,21.65
2024-11-15,20.53
2024-11-16,21.54
2024-11-17,22.66
2024-11-18,21.5
2024-11-19,22.39
2024-11-20,21.74
2024-11-21,22.16
2024-11-22,20.99
2024-11-23,21.99
2024-11-24,19.54
2024-11-25,21.79
2024-11-26,20.65
2024-11-27,22.92
2024-11-28,22.59
2024-11-29,22.35
2024-11-30,23.21
2024-12-01,21.24
2024-12-02,23.41
2024-12-03,22.77
2024-12-04,21.84
2024-12-05,22.95
2024-12-06,21.16
2024-12-07,21.4
2024-12-08,21.58
2024-12-09,21.66
2024-12-10,21.24
2024-12-11,23.08
2024-12-12,21.9
2024-12-13,22.4
2024-12-14,21.67
2024-12-15,20.68
2024-12-16,22.37
2024-12-17,20.63
2024-12-18,22.12
2024-12-19,21.09
2024-12-20,23.78
2024-12-21,22.93
2024-12-22,22.29
2024-12-23,23.23
2024-12-24,21.55
2024-12-25,22.67
2024-12-26,22.41
2024-12-27,22.47
2024-12-28,23.29
2024-12-29,22.87
2024-12-30,22.52
2024-12-31,20.98
2025-01-01,21.54
2025-01-02,22.22
2025-01-03,22.4
2025-01-04,21.44
2025-01-05,24.28
2025-01-06,23.57
2025-01-07,22.85
2025-01-08,22.44
2025-01-09,22.22
2025-01-10,21.64
2025-01-11,22.47
2025-01-12,22.63
2025-01-13,21.44
2025-01-14,22.71
2025-01-15,22.33
2025-01-16,20.93
2025-01-17,21.78
2025-01-18,22.15
2025-01-19,24.0
2025-01-20,22.95
2025-01-21,21.44
2025-01-22,22.91
2025-01-23,21.29
2025-01-24,23.41
2025-01-25,22.17
2025-01-26,22.49
2025-01-27,23.63
2025-01-28,21.55
2025-01-29,21.47
2025-01-30,22.13
2025-01-31,23.44
2025-02-01,21.4
2025-02-02,20.36
2025-02-03,22.28
2025-02-04,23.09
2025-02-05,23.62
2025-02-06,22.3
2025-02-07,22.35
2025-02-08,23.61
2025-02-09,21.2
2025-02-10,22.4
2025-02-11,22.87
2025-02-12,23.09
2025-02-13,22.33
2025-02-14,22.78
2025-02-15,20.77
2025-02-16,22.24
2025-02-17,23.14
2025-02-18,22.0
2025-02-19,22.85
2025-02-20,23.17
2025-02-21,22.55
2025-02-22,22.97
2025-02-23,22.07
2025-02-24,22.68
2025-02-25,23.35
2025-02-26,23.0
2025-02-27,22.41
2025-02-28,23.07
2025-03-01,23.47
2025-03-02,21.27
2025-03-03,23.85
2025-03-04,22.66
2025-03-05,23.28
2025-03-06,23.91
2025-03-07,21.86
2025-03-08,22.4
2025-03-09,22.75
2025-03-10,22.36
2025-03-11,24.39
2025-03-12,22.32
2025-03-13,22.58
2025-03-14,23.19
2025-03-15,22.08
2025-03-16,22.73
2025-03-17,23.31
2025-03-18,22.8
2025-03-19,23.01
2025-03-20,22.67
2025-03-21,21.89
2025-03-22,23.37
2025-03-23,24.52
2025-03-24,23.14
2025-03-25,23.32
2025-03-26,23.7
2025-03-27,22.14
2025-03-28,24.53
2025-03-29,23.34
2025-03-30,24.5
2025-03-31,22.61
2025-04-01,24.66
2025-04-02,23.84
2025-04-03,23.67
2025-04-04,23.43
2025-04-05,23.05
2025-04-06,24.22
2025-04-07,23.38
2025-04-08,21.71
2025-04-09,22.4
2025-04-10,23.15
2025-04-11,23.56
2025-04-12,23.27
2025-04-13,24.31
2025-04-14,21.78
2025-04-15,23.46
2025-04-16,21.91
2025-04-17,23.98
2025-04-18,23.3
2025-04-19,23.73
2025-04-20,22.71
2025-04-21,24.43
2025-04-22,24.25
2025-04-23,23.9
2025-04-24,23.34
2025-04-25,23.91
2025-04-26,22.89
2025-04-27,24.15
2025-04-28,24.8
2025-04-29,24.35
2025-04-30,22.92
2025-05-01,23.8
2025-05-02,22.49
2025-05-03,23.99
2025-05-04,23.9
2025-05-05,22.05
2025-05-06,22.63
2025-05-07,23.34
2025-05-08,23.34
2025-05-09,22.62
2025-05-10,23.91
2025-05-11,23.81
2025-05-12,23.46
2025-05-13,23.03
2025-05-14,24.48
2025-05-15,24.97
2025-05-16,23.27
2025-05-17,23.18
2025-05-18,24.07
2025-05-19,23.4
2025-05-20,23.59
2025-05-21,24.3
2025-05-22,22.19
2025-05-23,24.78
2025-05-24,23.8
2025-05-25,23.42
2025-05-26,23.69
2025-05-27,23.74
2025-05-28,22.4
2025-05-29,24.99
2025-05-30,23.83
2025-05-31,24.16
2025-06-01,24.58
2025-06-02,23.01
2025-06-03,24.22
2025-06-04,23.64
2025-06-05,24.54
2025-06-06,22.17
2025-06-07,23.8
2025-06-08,23.41
2025-06-09,24.25
2025-06-10,24.29
2025-06-11,23.35
2025-06-12,23.36
2025-06-13,23.85
2025-06-14,23.23
2025-06-15,24.63
2025-06-16,23.67
2025-06-17,21.65
2025-06-18,23.69
2025-06-19,23.17
2025-06-20,22.7
2025-06-21,23.03
2025-06-22,24.12
2025-06-23,25.1
2025-06-24,24.3
2025-06-25,23.57
2025-06-26,24.43
2025-06-27,23.71
2025-06-28,23.53
2025-06-29,23.18
2025-06-30,22.71
2025-07-01,23.81
2025-07-02,24.26
2025-07-03,24.06
2025-07-04,23.82
2025-07-05,23.4
2025-07-06,24.66
2025-07-07,23.13
2025-07-08,24.81
2025-07-09,23.4
2025-07-10,23.61
2025-07-11,23.05
2025-07-12,23.83
2025-07-13,25.02
2025-07-14,24.66
2025-07-15,25.04
2025-07-16,24.69
2025-07-17,23.4
2025-07-18,24.03
2025-07-19,23.68
2025-07-20,25.37
2025-07-21,23.36
2025-07-22,25.04
2025-07-23,25.05
2025-07-24,25.81
2025-07-25,24.03
2025-07-26,24.94
2025-07-27,26.21
2025-07-28,23.9
2025-07-29,23.17
2025-07-30,22.91
2025-07-31,24.99
2025-08-01,22.92
2025-08-02,24.14
2025-08-03,24.8
2025-08-04,24.61
2025-08-05,24.81
2025-08-06,24.66
2025-08-07,25.51
2025-08-08,23.74
2025-08-09,23.97
2025-08-10,23.9
2025-08-11,25.19
2025-08-12,25.26
2025-08-13,24.91
2025-08-14,25.51
2025-08-15,23.63
2025-08-16,25.91
2025-08-17,25.81
2025-08-18,25.19
2025-08-19,26.04
2025-08-20,23.29
2025-08-21,24.21
2025-08-22,24.05
2025-08-23,25.23
2025-08-24,23.82
2025-08-25,25.28
2025-08-26,25.78
2025-08-27,25.25
2025-08-28,24.93
2025-08-29,23.92
2025-08-30,24.04
2025-08-31,25.73
2025-09-01,25.36
2025-09-02,24.72
2025-09-03,24.43
2025-09-04,23.15
2025-09-05,23.92
2025-09-06,26.32
2025-09-07,23.78
2025-09-08,24.96
2025-09-09,25.63
2025-09-10,23.83
2025-09-11,24.99
2025-09-12,25.6
2025-09-13,24.87
2025-09-14,27.16
2025-09-15,23.55
2025-09-16,25.74
2025-09-17,24.76
2025-09-18,25.53
2025-09-19,25.27
2025-09-20,24.34
2025-09-21,25.12
2025-09-22,23.46
2025-09-23,25.44
2025-09-24,25.21
2025-09-25,25.49
2025-09-26,25.84
2025-09-27,25.29
2025-09-28,25.13
2025-09-29,24.32
2025-09-30,24.46
2025-10-01,25.99
2025-10-02,26.2
2025-10-03,24.87
2025-10-04,25.11
2025-10-05,24.36
2025-10-06,26.03
2025-10-07,25.63
2025-10-08,26.66
2025-10-09,24.42
2025-10-10,24.83
2025-10-11,25.33
2025-10-12,25.67
2025-10-13,24.99
2025-10-14,24.47
2025-10-15,25.89
2025-10-16,25.77
2025-10-17,24.47
2025-10-18,26.29
2025-10-19,26.16
2025-10-20,25.34
2025-10-21,25.3
2025-10-22,25.69
2025-10-23,24.57
2025-10-24,25.29
2025-10-25,23.56
2025-10-26,25.99
2025-10-27,24.05
2025-10-28,26.51
2025-10-29,25.06
2025-10-30,25.16
2025-10-31,24.84
2025-11-01,25.12
2025-11-02,26.49
2025-11-03,23.38
2025-11-04,26.4
2025-11-05,25.66
2025-11-06,24.43
2025-11-07,24.55
2025-11-08,26.76
2025-11-09,24.67
2025-11-10,24.52
2025-11-11,26.36
2025-11-12,25.73
2025-11-13,24.72
2025-11-14,25.65
2025-11-15,24.67
2025-11-16,26.38
2025-11-17,26.36
2025-11-18,25.95
2025-11-19,25.82
2025-11-20,26.95
2025-11-21,25.55
2025-11-22,24.61
2025-11-23,25.93
2025-11-24,27.25
2025-11-25,24.78
2025-11-26,25.31
2025-11-27,25.94
2025-11-28,25.58
2025-11-29,24.84
2025-11-30,26.54
2025-12-01,27.51
2025-12-02,25.82
2025-12-03,24.95
2025-12-04,24.44
2025-12-05,25.9
2025-12-06,26.58
2025-12-07,26.09
2025-12-08,25.72
2025-12-09,25.26
2025-12-10,24.87
2025-12-11,26.42
2025-12-12,26.49
2025-12-13,24.53
2025-12-14,27.05
2025-12-15,26.25
2025-12-16,26.92
2025-12-17,24.74
2025-12-18,24.73
2025-12-19,25.71
2025-12-20,26.24
2025-12-21,27.29
2025-12-22,26.42
2025-12-23,25.68
2025-12-24,25.06
2025-12-25,26.87
2025-12-26,25.13
2025-12-27,27.21
2025-12-28,25.69
2025-12-29,27.2
2025-12-30,26.48
2025-12-31,25.84
2026-01-01,25.54
2026-01-02,25.7
2026-01-03,26.32
2026-01-04,26.05
2026-01-05,25.52
2026-01-06,25.88
2026-01-07,26.08
2026-01-08,24.33
2026-01-09,26.41
2026-01-10,25.27
2026-01-11,25.14
2026-01-12,24.72
2026-01-13,24.64
2026-01-14,25.01
2026-01-15,25.53
2026-01-16,27.67
2026-01-17,25.7
2026-01-18,26.27
2026-01-19,26.46
2026-01-20,26.25
2026-01-21,26.1
2026-01-22,25.21
2026-01-23,27.34
2026-01-24,27.64
2026-01-25,24.85
2026-01-26,25.39
2026-01-27,26.0
2026-01-28,25.46
2026-01-29,26.64
2026-01-30,25.67
2026-01-31,27.99
